orig.ident	nCount_Spatial	nFeature_Spatial	ident	in_tissue	row	col	imagerow	imagecol	cluster.init	spatial.cluster	TransformerST
SeuratProject	4186	1757	SeuratProject	1	61	49	6817	3505	3	3	6
SeuratProject	5254	2230	SeuratProject	1	15	65	2449	4322	3	3	1
SeuratProject	35319	6529	SeuratProject	1	67	29	7398	2423	9	8	0
SeuratProject	9142	3598	SeuratProject	1	41	121	4874	7401	3	3	10
SeuratProject	10278	3793	SeuratProject	1	57	117	6392	7202	3	3	5
SeuratProject	29641	6048	SeuratProject	1	50	22	5793	2023	5	3	0
SeuratProject	3103	1499	SeuratProject	1	50	14	5798	1587	3	3	4
SeuratProject	6573	2594	SeuratProject	1	21	15	3051	1608	3	3	9
SeuratProject	8834	3510	SeuratProject	1	72	2	7890	960	3	3	10
SeuratProject	7602	2669	SeuratProject	1	51	37	5878	2840	3	3	0
SeuratProject	3906	1884	SeuratProject	1	17	59	2643	3998	3	3	4
SeuratProject	6788	2828	SeuratProject	1	25	55	3403	3790	3	3	9
SeuratProject	2542	1269	SeuratProject	1	77	45	8335	3306	3	3	7
SeuratProject	7346	2690	SeuratProject	1	68	22	7498	2044	3	8	1
SeuratProject	5999	2268	SeuratProject	1	64	108	7061	6720	3	3	2
SeuratProject	12048	4182	SeuratProject	1	57	55	6434	3827	3	3	0
SeuratProject	4933	2266	SeuratProject	1	24	92	3284	5803	3	3	1
SeuratProject	15784	4885	SeuratProject	1	40	122	4779	7454	3	3	5
SeuratProject	14393	3844	SeuratProject	1	62	62	6903	4214	6	3	0
SeuratProject	24583	6009	SeuratProject	1	13	37	2279	2796	8	10	0
SeuratProject	8053	3145	SeuratProject	1	66	66	7279	4436	3	3	7
SeuratProject	4878	1769	SeuratProject	1	8	24	1814	2083	3	3	2
SeuratProject	5774	2623	SeuratProject	1	45	71	5287	4684	3	3	9
SeuratProject	25773	5197	SeuratProject	1	61	33	6827	2634	10	10	0
SeuratProject	3115	1489	SeuratProject	1	76	36	8246	2815	3	3	1
SeuratProject	8969	3431	SeuratProject	1	64	86	7076	5523	3	3	1
SeuratProject	25158	5623	SeuratProject	1	16	74	2538	4813	3	3	0
SeuratProject	8280	3343	SeuratProject	1	57	109	6398	6766	3	3	5
SeuratProject	44118	7001	SeuratProject	1	52	86	5939	5509	9	3	0
SeuratProject	7907	3184	SeuratProject	1	38	76	4620	4948	3	3	5
SeuratProject	4604	2007	SeuratProject	1	39	107	4694	6637	3	3	4
SeuratProject	2970	1536	SeuratProject	1	41	45	4925	3264	3	3	2
SeuratProject	4021	1812	SeuratProject	1	54	28	6168	2354	3	3	9
SeuratProject	6904	2688	SeuratProject	1	68	100	7446	6289	3	6	1
SeuratProject	1769	894	SeuratProject	1	72	10	7885	1395	3	3	4
SeuratProject	3845	1768	SeuratProject	1	41	23	4940	2067	3	3	4
SeuratProject	5446	2201	SeuratProject	1	64	120	7053	7373	3	3	6
SeuratProject	50856	7361	SeuratProject	1	61	65	6806	4376	9	3	0
SeuratProject	13625	4262	SeuratProject	1	43	85	5088	5444	3	3	3
SeuratProject	36374	7034	SeuratProject	1	16	38	2562	2854	10	3	6
SeuratProject	7655	2914	SeuratProject	1	43	45	5115	3266	3	3	8
SeuratProject	7588	3022	SeuratProject	1	24	122	3263	7436	3	3	1
SeuratProject	24083	6013	SeuratProject	1	26	126	3450	7656	8	3	0
SeuratProject	8737	3293	SeuratProject	1	52	98	5931	6162	3	3	9
SeuratProject	6531	2853	SeuratProject	1	53	65	6048	4367	3	3	8
SeuratProject	5477	2434	SeuratProject	1	46	96	5365	6046	3	3	1
SeuratProject	6610	2722	SeuratProject	1	71	95	7733	6021	3	3	1
SeuratProject	5524	2412	SeuratProject	1	48	16	5608	1694	3	3	8
SeuratProject	4719	2194	SeuratProject	1	30	120	3833	7334	3	3	1
SeuratProject	9107	3541	SeuratProject	1	57	115	6394	7093	3	3	5
SeuratProject	5271	2337	SeuratProject	1	26	86	3477	5478	3	3	1
SeuratProject	11187	3309	SeuratProject	1	59	49	6627	3503	3	10	0
SeuratProject	8646	3367	SeuratProject	1	49	99	5647	6213	3	3	9
SeuratProject	7285	2991	SeuratProject	1	46	126	5344	7679	3	3	8
SeuratProject	12878	3901	SeuratProject	1	28	38	3699	2868	6	6	0
SeuratProject	4417	1936	SeuratProject	1	15	55	2456	3778	3	3	4
SeuratProject	17900	5215	SeuratProject	1	45	25	5317	2180	8	3	3
SeuratProject	5012	2206	SeuratProject	1	72	52	7857	3681	3	3	1
SeuratProject	23524	5440	SeuratProject	1	62	88	6885	5629	6	3	0
SeuratProject	11260	4032	SeuratProject	1	58	122	6484	7475	3	3	10
SeuratProject	26810	5620	SeuratProject	1	59	17	6649	1761	9	3	3
SeuratProject	3998	1881	SeuratProject	1	26	30	3514	2430	3	3	9
SeuratProject	2192	1118	SeuratProject	1	77	69	8319	4612	3	3	7
SeuratProject	9285	3392	SeuratProject	1	50	42	5780	3111	3	3	9
SeuratProject	34007	7049	SeuratProject	1	24	18	3333	1775	8	5	0
SeuratProject	13132	4446	SeuratProject	1	36	110	4408	6796	3	3	5
SeuratProject	7756	2897	SeuratProject	1	55	53	6246	3716	3	6	2
SeuratProject	5662	2506	SeuratProject	1	29	113	3743	6952	3	3	1
SeuratProject	9384	3585	SeuratProject	1	44	20	5226	1907	3	3	10
SeuratProject	4508	1994	SeuratProject	1	17	45	2652	3236	3	3	0
SeuratProject	7002	2804	SeuratProject	1	35	65	4343	4346	3	6	10
SeuratProject	6276	2165	SeuratProject	1	68	40	7486	3023	3	3	2
SeuratProject	13771	4660	SeuratProject	1	37	97	4511	6090	3	3	5
SeuratProject	29224	5880	SeuratProject	1	65	33	7206	2639	5	8	0
SeuratProject	8283	3021	SeuratProject	1	34	92	4231	5814	3	3	1
SeuratProject	11233	3235	SeuratProject	1	29	11	3811	1399	3	3	6
SeuratProject	4810	1907	SeuratProject	1	69	45	7577	3297	3	3	2
SeuratProject	2949	1499	SeuratProject	1	30	88	3854	5592	3	3	1
SeuratProject	7661	2854	SeuratProject	1	33	63	4155	4235	3	3	6
SeuratProject	11012	3873	SeuratProject	1	13	41	2276	3014	3	3	6
SeuratProject	29541	5402	SeuratProject	1	63	35	7016	2745	9	8	0
SeuratProject	26016	6488	SeuratProject	1	35	31	4366	2495	5	5	0
SeuratProject	7937	3064	SeuratProject	1	35	109	4314	6741	3	3	3
SeuratProject	11057	3958	SeuratProject	1	38	124	4588	7561	3	3	1
SeuratProject	8686	3217	SeuratProject	1	46	20	5415	1909	3	6	8
SeuratProject	8619	3167	SeuratProject	1	61	121	6768	7424	3	3	3
SeuratProject	6256	2544	SeuratProject	1	26	104	3465	6458	3	3	1
SeuratProject	7667	3100	SeuratProject	1	70	104	7632	6509	3	3	9
SeuratProject	4942	2036	SeuratProject	1	64	56	7096	3890	3	3	1
SeuratProject	17780	5315	SeuratProject	1	37	17	4565	1735	3	3	0
SeuratProject	7894	3007	SeuratProject	1	43	115	5068	7077	3	3	1
SeuratProject	4774	2088	SeuratProject	1	66	8	7318	1279	3	3	2
SeuratProject	14488	4410	SeuratProject	1	22	74	3106	4820	3	3	1
SeuratProject	2984	1533	SeuratProject	1	41	67	4910	4462	3	3	1
SeuratProject	1939	1034	SeuratProject	1	74	88	8022	5643	3	3	1
SeuratProject	5804	2507	SeuratProject	1	16	60	2547	4051	3	3	9
SeuratProject	5010	2256	SeuratProject	1	69	9	7601	1337	3	3	8
SeuratProject	2454	1292	SeuratProject	1	71	77	7745	5041	3	3	7
SeuratProject	12425	4154	SeuratProject	1	29	109	3746	6734	3	3	3
SeuratProject	15278	4361	SeuratProject	1	35	11	4380	1406	6	6	8
SeuratProject	3160	1516	SeuratProject	1	25	79	3387	5096	3	3	1
SeuratProject	6893	2668	SeuratProject	1	56	88	6317	5622	3	3	3
SeuratProject	7608	3112	SeuratProject	1	70	62	7660	4223	3	3	7
SeuratProject	2949	1360	SeuratProject	1	13	51	2269	3558	3	3	2
SeuratProject	3358	1655	SeuratProject	1	25	33	3418	2592	3	3	0
SeuratProject	4129	1791	SeuratProject	1	64	48	7102	3454	3	3	2
SeuratProject	9615	3251	SeuratProject	1	58	26	6548	2250	3	3	8
SeuratProject	4253	1855	SeuratProject	1	58	52	6531	3665	3	3	2
SeuratProject	10047	2998	SeuratProject	1	67	35	7394	2750	3	8	3
SeuratProject	7780	3215	SeuratProject	1	41	47	4924	3373	3	3	5
SeuratProject	17361	4640	SeuratProject	1	48	90	5558	5722	10	10	6
SeuratProject	12540	3992	SeuratProject	1	55	99	6215	6220	3	3	9
SeuratProject	2515	1249	SeuratProject	1	6	30	1620	2407	3	3	0
SeuratProject	3142	1445	SeuratProject	1	16	28	2569	2310	3	3	0
SeuratProject	5115	2039	SeuratProject	1	4	20	1437	1860	3	3	0
SeuratProject	4272	1915	SeuratProject	1	42	100	4983	6259	3	3	1
SeuratProject	12699	4534	SeuratProject	1	24	124	3262	7544	3	3	1
SeuratProject	4609	2122	SeuratProject	1	69	1	7607	902	3	3	8
SeuratProject	7324	2732	SeuratProject	1	38	90	4611	5710	3	3	8
SeuratProject	4013	1819	SeuratProject	1	25	39	3414	2919	3	3	0
SeuratProject	10589	3891	SeuratProject	1	47	23	5508	2074	3	3	5
SeuratProject	16529	4262	SeuratProject	1	40	112	4786	6910	6	3	6
SeuratProject	9646	3533	SeuratProject	1	65	81	7174	5252	3	3	7
SeuratProject	11091	3847	SeuratProject	1	57	91	6410	5787	3	3	5
SeuratProject	4834	2203	SeuratProject	1	51	29	5883	2405	3	3	2
SeuratProject	5173	2265	SeuratProject	1	29	111	3744	6843	3	3	1
SeuratProject	4526	1983	SeuratProject	1	54	30	6166	2463	3	3	9
SeuratProject	12648	4178	SeuratProject	1	18	20	2763	1876	3	3	3
SeuratProject	8679	3154	SeuratProject	1	24	66	3301	4387	3	3	1
SeuratProject	4704	2209	SeuratProject	1	67	77	7366	5036	3	3	7
SeuratProject	4380	1990	SeuratProject	1	44	102	5171	6370	3	3	1
SeuratProject	15460	4552	SeuratProject	1	21	121	2980	7378	3	3	3
SeuratProject	5009	2329	SeuratProject	1	44	52	5205	3649	3	3	2
SeuratProject	29010	6624	SeuratProject	1	66	28	7304	2368	8	8	3
SeuratProject	8427	3076	SeuratProject	1	35	87	4329	5543	3	3	8
SeuratProject	8733	3034	SeuratProject	1	29	103	3750	6407	3	3	1
SeuratProject	27613	6083	SeuratProject	1	67	109	7345	6778	10	10	6
SeuratProject	4956	2192	SeuratProject	1	59	89	6600	5680	3	3	4
SeuratProject	6751	2912	SeuratProject	1	45	49	5301	3486	3	3	5
SeuratProject	4126	1941	SeuratProject	1	33	87	4139	5541	3	3	1
SeuratProject	8429	3089	SeuratProject	1	52	96	5933	6053	3	3	1
SeuratProject	17590	4871	SeuratProject	1	61	91	6789	5791	6	3	0
SeuratProject	13242	4398	SeuratProject	1	41	89	4896	5659	3	10	6
SeuratProject	3292	1478	SeuratProject	1	73	95	7922	6023	3	3	1
SeuratProject	10410	3899	SeuratProject	1	24	94	3282	5911	3	3	5
SeuratProject	9423	3413	SeuratProject	1	62	86	6887	5520	3	3	3
SeuratProject	21195	4819	SeuratProject	1	40	12	4853	1467	10	10	6
SeuratProject	3278	1473	SeuratProject	1	47	9	5518	1311	3	3	4
SeuratProject	19243	5416	SeuratProject	1	35	7	4382	1189	3	3	0
SeuratProject	19082	5273	SeuratProject	1	21	23	3046	2043	5	5	3
SeuratProject	4159	1808	SeuratProject	1	40	44	4831	3208	3	3	2
SeuratProject	6347	2695	SeuratProject	1	51	25	5886	2187	3	3	8
SeuratProject	4967	2204	SeuratProject	1	26	14	3525	1559	3	3	3
SeuratProject	13135	4220	SeuratProject	1	30	50	3880	3523	3	5	0
SeuratProject	5494	2502	SeuratProject	1	43	65	5101	4355	3	3	10
SeuratProject	15680	4924	SeuratProject	1	13	19	2291	1816	3	3	5
SeuratProject	4552	1741	SeuratProject	1	10	26	2002	2194	3	3	2
SeuratProject	24653	6385	SeuratProject	1	65	63	7186	4272	8	5	0
SeuratProject	4737	1953	SeuratProject	1	70	10	7695	1393	3	3	1
SeuratProject	10702	4044	SeuratProject	1	16	18	2575	1765	3	3	3
SeuratProject	5366	2335	SeuratProject	1	68	106	7442	6616	3	3	3
SeuratProject	9623	3782	SeuratProject	1	25	121	3359	7382	3	3	9
SeuratProject	5480	2301	SeuratProject	1	12	62	2167	4156	3	3	8
SeuratProject	4181	1820	SeuratProject	1	58	74	6516	4862	3	3	4
SeuratProject	7819	3279	SeuratProject	1	48	102	5550	6375	3	3	1
SeuratProject	4147	1729	SeuratProject	1	47	31	5503	2509	3	3	2
SeuratProject	3379	1566	SeuratProject	1	47	61	5483	4142	3	3	2
SeuratProject	13979	4651	SeuratProject	1	57	107	6399	6658	3	3	3
SeuratProject	15204	4643	SeuratProject	1	34	50	4259	3528	3	3	0
SeuratProject	6454	2764	SeuratProject	1	38	28	4652	2335	3	3	5
SeuratProject	20101	4972	SeuratProject	1	35	81	4333	5217	6	3	1
SeuratProject	41040	6836	SeuratProject	1	25	75	3390	4878	9	3	0
SeuratProject	5121	2161	SeuratProject	1	50	72	5759	4744	3	3	1
SeuratProject	6000	2302	SeuratProject	1	27	103	3560	6405	3	6	1
SeuratProject	6063	2501	SeuratProject	1	36	108	4409	6688	3	3	8
SeuratProject	16788	4341	SeuratProject	1	46	52	5394	3651	10	10	0
SeuratProject	5670	2306	SeuratProject	1	16	16	2577	1656	3	3	9
SeuratProject	11367	3953	SeuratProject	1	47	63	5481	4251	3	3	10
SeuratProject	14739	4316	SeuratProject	1	18	30	2757	2421	6	3	0
SeuratProject	6468	2702	SeuratProject	1	61	77	6798	5029	3	3	1
SeuratProject	32482	6760	SeuratProject	1	64	64	7091	4325	5	5	0
SeuratProject	4601	2001	SeuratProject	1	56	72	6328	4751	3	3	8
SeuratProject	9008	3396	SeuratProject	1	35	29	4368	2386	3	3	5
SeuratProject	22891	6007	SeuratProject	1	58	64	6523	4318	5	5	3
SeuratProject	12817	4334	SeuratProject	1	37	123	4494	7505	3	3	3
SeuratProject	2189	1162	SeuratProject	1	75	49	8143	3521	3	3	1
SeuratProject	28472	5974	SeuratProject	1	40	78	4808	5059	10	10	6
SeuratProject	6787	2769	SeuratProject	1	56	22	6361	2030	3	3	8
SeuratProject	11743	4243	SeuratProject	1	33	11	4190	1404	3	3	0
SeuratProject	10218	3766	SeuratProject	1	55	77	6230	5022	3	3	5
SeuratProject	6311	2643	SeuratProject	1	47	93	5461	5884	3	3	1
SeuratProject	12583	3450	SeuratProject	1	63	63	6997	4270	6	5	0
SeuratProject	14473	4494	SeuratProject	1	59	105	6590	6551	3	3	3
SeuratProject	3667	1711	SeuratProject	1	21	61	3020	4112	3	3	1
